"","State","week","avg_stay_put"
"1","AK","09",0.210192
"2","AK","10",0.163703108108108
"3","AK","11",0.171179473684211
"4","AK","12",0.217433285714286
"5","AK","13",0.266197714285714
"6","AK","14",0.265260136986301
"7","AK","15",0.265623055555556
"8","AK","16",0.244042105263158
"9","AK","17",0.237679726027397
"10","AK","18",0.210175362318841
"11","AK","19",0.197792876712329
"12","AK","20",0.187914285714286
"13","AK","21",0.1910059375
"14","AK","22",0.186801538461538
"15","AK","23",0.182023582089552
"16","AK","24",0.184245373134328
"17","AK","25",0.184870746268657
"18","AK","26",0.182682153846154
"19","AK","27",0.173157794117647
"20","AK","28",0.181810149253731
"21","AK","29",0.18144
"22","AK","30",0.18440803030303
"23","AK","31",0.178056153846154
"24","AK","32",0.179636307692308
"25","AK","33",0.17779203125
"26","AK","34",0.17928984375
"27","AK","35",0.18467
"28","AK","36",0.182614098360656
"29","AK","37",0.183350714285714
"30","AK","38",0.182688392857143
"31","AK","39",0.192038214285714
"32","AK","40",0.19279375
"33","AK","41",0.193351428571429
"34","AK","42",0.199815357142857
"35","AK","43",0.207841785714286
"36","AK","44",0.208808392857143
"37","AK","45",0.224310178571429
"38","AK","46",0.2339276
"39","AK","47",0.236562608695652
"40","AK","48",0.256046744186047
"41","AK","49",0.236882727272727
"42","AK","50",0.229723333333333
"43","AK","51",0.220654047619048
"44","AK","52",0.245029285714286
"45","AK","53",0.213460833333333
"46","AL","09",0.177910746268657
"47","AL","10",0.144731044776119
"48","AL","11",0.143062196162047
"49","AL","12",0.19113051391863
"50","AL","13",0.215466439232409
"51","AL","14",0.225561158798283
"52","AL","15",0.241169357601713
"53","AL","16",0.225880838709677
"54","AL","17",0.221051888412017
"55","AL","18",0.196352231759657
"56","AL","19",0.187154329004329
"57","AL","20",0.184016428571429
"58","AL","21",0.183132108695652
"59","AL","22",0.19161385620915
"60","AL","23",0.1757445
"61","AL","24",0.17919750547046
"62","AL","25",0.173747199124726
"63","AL","26",0.188439977973568
"64","AL","27",0.184205175438596
"65","AL","28",0.187230313901345
"66","AL","29",0.186044126984127
"67","AL","30",0.192212974828375
"68","AL","31",0.186548958333333
"69","AL","32",0.179815104408353
"70","AL","33",0.184426774193548
"71","AL","34",0.181897511520737
"72","AL","35",0.188667511520737
"73","AL","36",0.170221142191142
"74","AL","37",0.179734369158878
"75","AL","38",0.185795034965035
"76","AL","39",0.178652037470726
"77","AL","40",0.168526651053864
"78","AL","41",0.18227337236534
"79","AL","42",0.173450866510539
"80","AL","43",0.177117259953162
"81","AL","44",0.169228588235294
"82","AL","45",0.166693238770686
"83","AL","46",0.179811662763466
"84","AL","47",0.178184074941452
"85","AL","48",0.212289929742389
"86","AL","49",0.185960872641509
"87","AL","50",0.186047523584906
