,id,created_time,text
86,1502985818910212096,2022-03-13 12:31:58+00:00,"The @ODRConnect Portal is working to reduce #unemployment in India and to create an #EducatedIndia. Wake up now or parties like BJP, Congress, AAP, etc would put a begging bowl in your hand says Visionary @IMPraveenDalal. #DigitalIndia #MakeInIndia #FailedDigitalIndia #IndiaAt75 https://t.co/VL7FkaPvKK"
87,1502984053741395969,2022-03-13 12:24:57+00:00,"RT @BandanaMrs: DO YOU WANT TO TELL LIKE BOGUS SLOGAN  PROMISES, FALSE PROPAGANDA LIKE #ACCHEDIN, WHEN #SABSEBURADIN CITIZEN FACING? WHEN C…"
88,1502980795841261570,2022-03-13 12:12:00+00:00,"Budget session of Parliament resumes from Monday #budget #budgetsession #EPFO #JammuKashmir #nirmalasitharaman #parliament #Unemployment https://t.co/mzMXfrGFS1
https://t.co/rRGGx9wLjj"
89,1502978290822402052,2022-03-13 12:02:03+00:00,"We continue to encourage Saliha a women #entrepreneur who set up a project to produce essential oils with 🌵🌵in #Kef. 
Her project is ensured by a female workforce where #unemployment rate is extremely high. Her project is funded by @AICS_Tunisand implemented by @IOM_Tunisia https://t.co/sIStkqEP2P"
90,1502972237422346242,2022-03-13 11:37:59+00:00,RT @Mahfooz92775017: I would request your help in securing a job in my field. I am prepared to give the exams for selection and earn the po…
91,1502958327554318336,2022-03-13 10:42:43+00:00,"RT @iddiyrayan: @GhanaPresidency and @GhanaParliament will agree that many ills in society are caused by young people, also aware this is s…"
92,1502953854849093634,2022-03-13 10:24:57+00:00,"DO YOU WANT TO TELL LIKE BOGUS SLOGAN  PROMISES, FALSE PROPAGANDA LIKE #ACCHEDIN, WHEN #SABSEBURADIN CITIZEN FACING? WHEN COUNTRY REACHED HIGHEST #UNEMPLOYMENT, SLOGAN: #atmanirbharbharat ,WHY? #BETIBACHAOBETIPADHAO : FUND 80% MONEY SPENT FOR #advertising PURPOSE ,20% FOR #BETIS https://t.co/rd9EUpoHp9"
93,1502953498740248579,2022-03-13 10:23:32+00:00,"@GhanaPresidency and @GhanaParliament will agree that many ills in society are caused by young people, also aware this is soo because of #unemployment what are they doing about it? #joysms ~1"
94,1502948469178507269,2022-03-13 10:03:33+00:00,"#Congress leaders chalk out strategy for #BudgetSession
#CPC #SoniaGandhi
#LokSabha #RajyaSabha #IndianStudents #Ukraine
#inflation #unemployment #labours #MSP #Farmers
@INCIndia @kharge @AnandSharmaINC @Jairam_Ramesh @manickamtagore
https://t.co/Sv5vaccgVF"
95,1502941169449422856,2022-03-13 09:34:32+00:00,"RT @ProjectAarambh: ""When it comes to luck, you make your own.""

~ Bruce Springsteen

https://t.co/iXFWyhVU3r

#TheAliensAngels #AliensAnge…"
96,1502939563010019329,2022-03-13 09:28:09+00:00,United Airlines to let unvaccinated employees return to jobs March 28 -- memo | Reuters https://t.co/ybOsrlJai4 #BayCrest #Unemployment #Jobs #Recruiting #HR
97,1502939030454878212,2022-03-13 09:26:02+00:00,"""When it comes to luck, you make your own.""

~ Bruce Springsteen

https://t.co/iXFWyhVU3r

#TheAliensAngels #AliensAngels #TheAliensFoundation #ProjectAarambh #employment #unemployment #India #jobs #hiring #HR #humanresources https://t.co/ehIkBUJP4m"
98,1502938142713688066,2022-03-13 09:22:31+00:00,@Wipro is there anyway i can place a request to seek Azim Pemji Sir's appointment for a noble cause of #poverty #Corruption #unemployment  eradication?
99,1502937219803213826,2022-03-13 09:18:51+00:00,Let's walk for #Unemployment it's very soon from @INCKarnataka @KpccSocialMedia https://t.co/UVkcaYWVIS
100,1502937125263536129,2022-03-13 09:18:28+00:00,"@beingarun28 @narendramodi @PMOIndia you have time for meeting people making films..but no word in return for someone looking to bring change to India's #poverty #Corruption #unemployment 
Disappointed that I voted for @BJP4India thinking they listen. But Politics wins over Novelty."
101,1502935254314762240,2022-03-13 09:11:02+00:00,"RT @verimetrik_eng: 🇹🇷 Labour Force Statistics, Jan'22 - Unemployment rate realized as %11,4 and the youth unemployment rate realized as %2…"
102,1502926808064344064,2022-03-13 08:37:28+00:00,"RT @amiya_rbehera: Future of Generation Z and millennials in our deadly democracy
#Unemployment #ClimateChange #Ignorance
https://t.co/2nx4…"
103,1502926428601413639,2022-03-13 08:35:58+00:00,"RT @newsfrmtomorrow: https://t.co/25rVp9oRLE
The US Will Fall.#Predictions 
#media #history #analysis #UnitedStatesOfAmerica #Roman #Inflat…"
